from,to,count
#Apple,#iPhone,4
#Apple,#conceptart,2
#Apple,#BB14GrandPremiere,2
#Apple,#breaking,2
#Apple,#Youtube,2
#Apple,#COVIDIDIOTS,2
#iPhone,#conceptart,2
#iPhone,#Youtube,2
#iPhone,#AppleTV,2
#iPhone,#PCAs,1
#iPhone,#AppleStore,1
#AppleEvent,#wake_up_pbte,2
#AppleEvent,#Apple,2
#AppleEvent,#BB14GrandPremiere,2
#AppleEvent,#COVIDIDIOTS,2
#AppleEvent,#NawazTraitorOfPakistan,2
#AppleEvent,#breaking,2
#AppleEvent,#PCAs,1
#AppleEvent,#DarshanRavalxShreyaGhoshal,1
#AppleEvent,#bitcoin,1
#Youtube,#conceptart,2
#wake_up_pbte,#breaking,2
#wake_up_pbte,#NawazTraitorOfPakistan,2
#wake_up_pbte,#COVIDIDIOTS,2
#wake_up_pbte,#BB14GrandPremiere,2
#wake_up_pbte,#Apple,2
#wake_up_pbte,#bitcoin,1
#wake_up_pbte,#PCAs,1
#wake_up_pbte,#DarshanRavalxShreyaGhoshal,1
#AppleTV,#conceptart,2
#AppleTV,#Youtube,2
#AppleTV,#Apple,2
#AppleTV,#exposingleaks,1
#BB14GrandPremiere,#COVIDIDIOTS,2
#BB14GrandPremiere,#NawazTraitorOfPakistan,2
#BB14GrandPremiere,#breaking,2
#NawazTraitorOfPakistan,#COVIDIDIOTS,2
#NawazTraitorOfPakistan,#breaking,2
#NawazTraitorOfPakistan,#Apple,2
#NawazTraitorOfPakistan,#PCAs,1
#NawazTraitorOfPakistan,#DarshanRavalxShreyaGhoshal,1
#breaking,#COVIDIDIOTS,2
#DarshanRavalxShreyaGhoshal,#BB14GrandPremiere,1
#DarshanRavalxShreyaGhoshal,#COVIDIDIOTS,1
#DarshanRavalxShreyaGhoshal,#PCAs,1
#CSKvSRH,#MSDhoni,1768
#CSKvSRH,#Dhoni,1690
#CSKvSRH,#CSKvsSRH,1349
#CSKvSRH,#SRHvCSK,1157
#ChennaiSuperKings,#Dhoni,571
#ChennaiSuperKings,#MSDhoni,243
#ChennaiSuperKings,#CSKvsSRH,60
#ChennaiSuperKings,#SunrisersHyderabad,22
#ChennaiSuperKings,#CSKvSRH,16
#CSKvsSRH,#Dhoni,5376
#CSKvsSRH,#MSDhoni,4086
#CSKvsSRH,#SRHvCSK,1262
#AppleStore,#Apple,1
#Dhoni,#MSDhoni,4032
#MSDhoni,#SRHvCSK,995
#SRHvCSK,#Dhoni,377
#SRHvCSK,#ChennaiSuperKings,6
#SunrisersHyderabad,#CSKvsSRH,29
#SunrisersHyderabad,#CSKvSRH,10
#SunrisersHyderabad,#MSDhoni,8
#SunrisersHyderabad,#Dhoni,7
#SunrisersHyderabad,#SRHvCSK,5
#bitcoin,#Dhoni,13
#dhobi,#SunrisersHyderabad,1
#dhobi,#SRHvCSK,1
#dhobi,#MSDhoni,1
#dhobi,#Dhoni,1
#dhobi,#ChennaiSuperKings,1
#dhobi,#CSKvsSRH,1
#dhobi,#CSKvSRH,1
#exposingleaks,#iPhone,1
#exposingleaks,#conceptart,1
#exposingleaks,#Youtube,1
#exposingleaks,#Apple,1
