src,dst,count
#iPhone12,#Apple,11
#Apple,#iPhone,4
#Apple,#conceptart,2
#Apple,#BB14GrandPremiere,2
#Apple,#breaking,2
#Apple,#Youtube,2
#Apple,#COVIDIDIOTS,2
#iPhone12,#iPhone,3
#iPhone,#Apple,4
#iPhone,#conceptart,2
#iPhone,#Youtube,2
#iPhone,#AppleTV,2
#iPhone,#PCAs,1
#iPhone,#AppleStore,1
#iPhone12,#AppleEvent,2
#AppleEvent,#wake_up_pbte,2
#AppleEvent,#Apple,2
#AppleEvent,#BB14GrandPremiere,2
#AppleEvent,#COVIDIDIOTS,2
#AppleEvent,#NawazTraitorOfPakistan,2
#AppleEvent,#breaking,2
#AppleEvent,#PCAs,1
#AppleEvent,#DarshanRavalxShreyaGhoshal,1
#AppleEvent,#bitcoin,1
#iPhone12,#Youtube,2
#Youtube,#conceptart,2
#Youtube,#iPhone,2
#iPhone12,#wake_up_pbte,2
#wake_up_pbte,#breaking,2
#wake_up_pbte,#NawazTraitorOfPakistan,2
#wake_up_pbte,#COVIDIDIOTS,2
#wake_up_pbte,#BB14GrandPremiere,2
#wake_up_pbte,#AppleEvent,2
#wake_up_pbte,#Apple,2
#wake_up_pbte,#bitcoin,1
#wake_up_pbte,#PCAs,1
#wake_up_pbte,#DarshanRavalxShreyaGhoshal,1
#iPhone12,#AppleTV,2
#AppleTV,#iPhone,2
#AppleTV,#conceptart,2
#AppleTV,#Youtube,2
#AppleTV,#Apple,2
#iPhone12,#BB14GrandPremiere,2
#BB14GrandPremiere,#COVIDIDIOTS,2
#BB14GrandPremiere,#Apple,2
#BB14GrandPremiere,#NawazTraitorOfPakistan,2
#BB14GrandPremiere,#AppleEvent,2
#iPhone12,#COVIDIDIOTS,2
#COVIDIDIOTS,#wake_up_pbte,2
#COVIDIDIOTS,#Apple,2
#iPhone12,#NawazTraitorOfPakistan,2
#NawazTraitorOfPakistan,#AppleEvent,2
#NawazTraitorOfPakistan,#BB14GrandPremiere,2
#NawazTraitorOfPakistan,#COVIDIDIOTS,2
#NawazTraitorOfPakistan,#breaking,2
#NawazTraitorOfPakistan,#wake_up_pbte,2
#NawazTraitorOfPakistan,#Apple,2
#NawazTraitorOfPakistan,#PCAs,1
#iPhone12,#conceptart,2
#conceptart,#Apple,2
#conceptart,#AppleTV,2
#conceptart,#iPhone,2
#conceptart,#Youtube,2
#iPhone12,#breaking,2
#breaking,#Apple,2
#breaking,#AppleEvent,2
#breaking,#BB14GrandPremiere,2
#breaking,#COVIDIDIOTS,2
#breaking,#NawazTraitorOfPakistan,2
#breaking,#wake_up_pbte,2
#iPhone12,#DarshanRavalxShreyaGhoshal,1
#DarshanRavalxShreyaGhoshal,#wake_up_pbte,1
#DarshanRavalxShreyaGhoshal,#AppleEvent,1
#DarshanRavalxShreyaGhoshal,#BB14GrandPremiere,1
#DarshanRavalxShreyaGhoshal,#COVIDIDIOTS,1
#DarshanRavalxShreyaGhoshal,#NawazTraitorOfPakistan,1
#DarshanRavalxShreyaGhoshal,#PCAs,1
#iPhone12,#CSKvSRH,1
#CSKvSRH,#MSDhoni,1768
#CSKvSRH,#Dhoni,1690
#CSKvSRH,#CSKvsSRH,1349
#CSKvSRH,#SRHvCSK,1157
#iPhone12,#ChennaiSuperKings,1
#ChennaiSuperKings,#Dhoni,571
#ChennaiSuperKings,#MSDhoni,243
#ChennaiSuperKings,#CSKvsSRH,60
#ChennaiSuperKings,#SunrisersHyderabad,22
#ChennaiSuperKings,#CSKvSRH,16
#iPhone12,#CSKvsSRH,1
#CSKvsSRH,#Dhoni,5376
#CSKvsSRH,#MSDhoni,4086
#CSKvsSRH,#CSKvSRH,1349
#CSKvsSRH,#SRHvCSK,1262
#iPhone12,#AppleStore,1
#AppleStore,#Apple,1
#AppleStore,#iPhone,1
#iPhone12,#Dhoni,1
#Dhoni,#CSKvsSRH,5376
#Dhoni,#MSDhoni,4032
#Dhoni,#CSKvSRH,1690
#Dhoni,#ChennaiSuperKings,697
#iPhone12,#Tesla,1
#iPhone12,#MSDhoni,1
#MSDhoni,#CSKvsSRH,4086
#MSDhoni,#Dhoni,4032
#MSDhoni,#CSKvSRH,1482
#MSDhoni,#SRHvCSK,995
#MSDhoni,#ChennaiSuperKings,183
#iPhone12,#PCAs,1
#iPhone12,#SRHvCSK,1
#SRHvCSK,#CSKvsSRH,1262
#SRHvCSK,#CSKvSRH,1157
#SRHvCSK,#MSDhoni,995
#SRHvCSK,#Dhoni,377
#SRHvCSK,#ChennaiSuperKings,6
#iPhone12,#SunrisersHyderabad,1
#SunrisersHyderabad,#ChennaiSuperKings,34
#SunrisersHyderabad,#CSKvsSRH,29
#SunrisersHyderabad,#CSKvSRH,10
#SunrisersHyderabad,#MSDhoni,8
#SunrisersHyderabad,#Dhoni,7
#SunrisersHyderabad,#SRHvCSK,5
#iPhone12,#bitcoin,1
